transaction_id,timestamp,originator_account,originator_company,originator_SIC,originator_country,beneficiary_account,beneficiary_company,beneficiary_SIC,beneficiary_country,currency,amount,transaction_description,label
T00889,2025-01-26 14:10:30,GB94EJLM62435798309520,"Richard, Black and Hall",7311,CN,GB10RBLW83248652352398,"Mosley, Sanders and Beasley",6021,UK,CNY,89264.32,Utility Bill Payment,1
T00890,2025-04-03 03:22:49,GB43OLQA29613360433098,"Delacruz, Harris and Black",7372,ZA,GB50RPDZ42195563162539,"Stafford, Ford and Lambert",8221,ZA,ZAR,157854.42,Salary Payment,1
T00891,2025-06-10 23:57:13,GB53QBQY80000859325853,Erickson LLC,7311,IN,GB97OYIL27465200794772,Ponce-Morris,7372,UK,INR,48521.31,Donation,0
T00892,2025-04-14 19:17:35,GB19MBDD90630285856142,"Reed, Lambert and Faulkner",6021,SG,GB87RTWQ85419541047369,Jackson Ltd,4813,DE,SGD,86696.66,Insurance Premium,0
T00893,2025-07-03 08:34:08,GB24HLGV58925202578053,"Freeman, Ramirez and Ball",7311,SG,GB93NQAG15851800573666,"Bell, Stewart and Sanchez",5411,ZA,SGD,150700.86,Credit Card Payment,1
T00894,2025-04-26 16:58:45,GB69SIBV73770279428429,"Weber, Evans and Stuart",5812,BR,GB64GTVJ66312874053152,Whitney-Patel,6211,BR,BRL,147275.78,Subscription Service,1
T00895,2025-08-18 00:14:19,GB60GAQT30621839217266,Price Inc,5812,US,GB25FMEZ90006890063625,Evans-Guzman,6211,UK,USD,170609.58,EMI Payment,1
T00896,2025-03-09 00:50:38,GB07LRQO71819807148452,Berry-Spencer,5411,US,GB93HHUX09449021902257,Navarro-Moore,7311,DE,USD,53772.14,Salary Payment,0
T00897,2025-02-18 13:18:53,GB34ZDFG15075728970851,Ball LLC,7372,IN,GB90FKEL00382837998004,Bowen Ltd,7311,UK,INR,194026.21,Salary Payment,1
T00898,2025-05-26 07:43:36,GB23NMNK53075493913751,Walsh and Sons,4813,AE,GB65QETS77383851656711,"Santos, Garcia and Nicholson",6211,US,AED,171876.4,Retail Shopping,1
T00899,2025-01-10 14:16:01,GB82UUHE56056179638860,Wilson Ltd,6211,US,GB13OYCI08860367947830,Adams-Carter,6211,SG,USD,168209.3,Retail Shopping,1
T00900,2025-07-27 00:18:09,GB11RKTY42083337091856,Lewis and Sons,5411,RU,GB05IDZT72623757660621,Watson-Brown,6021,IN,RUB,50497.45,Salary Payment,1
T00901,2025-08-12 19:46:45,GB07AVZY84465331773546,"Stephens, Cunningham and Anderson",7372,DE,GB69PVGS03637559975076,Howell Inc,6021,IN,EUR,191229.14,Insurance Premium,1
T00902,2025-01-31 21:38:06,GB30ZPOE43986615245172,Mitchell Group,5411,SG,GB47HIDX74737525294236,Caldwell Inc,5812,ZA,SGD,127678.3,EMI Payment,1
T00903,2025-06-29 12:02:20,GB56DFMG27450002492604,Hammond-Clark,4813,BR,GB03PKHO95151946007316,Snyder-Larsen,7311,ZA,BRL,32729.49,Credit Card Payment,0
T00904,2025-06-13 22:30:30,GB47JTMA03414490356779,Garcia Group,5411,CN,GB88XANT89420201761102,Rojas-Martin,6211,DE,CNY,32469.73,Utility Bill Payment,1
T00905,2025-02-07 16:33:20,GB55CPKF55959127110516,"Norris, Haynes and Thomas",7311,US,GB74CTKZ99086962413328,Walters and Sons,6021,US,USD,99758.17,Subscription Service,1
T00906,2025-05-23 06:29:18,GB49BCQB87692029041017,"Garner, Harris and Barnes",7372,ZA,GB86LGAR84619250274306,Salazar Group,6021,SG,ZAR,3360.65,EMI Payment,0
T00907,2025-08-12 23:14:10,GB50HNOO54369710954762,Small-Johns,6021,CN,GB08MRMF32735320798220,Cabrera and Sons,6021,DE,CNY,175702.05,Paying Rent,1
T00908,2025-06-16 01:39:10,GB74SDIA86500158641371,"Greene, Porter and Robertson",5411,SG,GB84ULME21614554297009,"Lynch, Rollins and Schmidt",5812,SG,SGD,187872.39,Salary Payment,1
T00909,2025-03-01 13:38:44,GB51JMWX03494227189249,Webster Group,7311,DE,GB39BNJR58356790011082,"Russell, Mayo and Garcia",4813,RU,EUR,199309.7,Travel Booking,1
T00910,2025-08-15 01:50:27,GB82QRLP71261157669971,Dean Inc,5812,US,GB93ENQC70651831171951,Rhodes-Ingram,7372,BR,USD,123725.62,Paying Rent,1
T00911,2025-01-28 16:13:59,GB40SOVO63091005943532,"Hall, Gonzales and Chambers",5411,DE,GB80QKSA89688550798319,"Allen, Mendoza and Kennedy",8221,AE,EUR,54671.42,Insurance Premium,1
T00912,2025-01-13 06:06:49,GB60MFSZ85068383593893,Bullock-Sullivan,7311,UK,GB55EPXV21985513288745,Meza PLC,5411,ZA,GBP,180281.89,Loan Repayment,1
T00913,2025-07-28 08:13:41,GB78WQOV78555740362094,Hahn and Sons,7372,IN,GB78MVUT10956557134302,"Mayer, Richardson and Mendez",8221,SG,INR,28447.19,Insurance Premium,0
T00914,2025-06-10 03:54:49,GB11CBIT51029211108314,"Herrera, Smith and Parker",7372,SG,GB14TQOE38224385832241,"Ruiz, Klein and Diaz",5812,BR,SGD,12227.89,Travel Booking,0
T00915,2025-08-21 19:38:59,GB48FWET53123471430045,"Jackson, Lopez and Martin",7372,ZA,GB12DOSC31747919433225,Young Inc,7372,BR,ZAR,149466.05,Paying Rent,1
T00916,2025-02-24 01:30:39,GB26CVBE26792708462814,Odonnell Inc,4813,CN,GB86GZPO70440632574813,Fletcher Ltd,7372,UK,CNY,166837.48,Donation,1
T00917,2025-06-04 15:32:23,GB19HGDS82200579263277,Gonzalez-Hampton,7372,US,GB32CRAZ65327278295033,Thomas Group,6211,IN,USD,100236.76,Loan Repayment,1
T00918,2025-05-19 20:23:39,GB64KXDK60929245992033,"Harris, Ruiz and Henry",5411,SG,GB45UDHZ00156083384383,Brown and Sons,7311,SG,SGD,19989.6,Subscription Service,0
T00919,2025-01-05 23:34:41,GB85GHGZ78004236499189,Chaney-Drake,5411,UK,GB75IVKH83169223431288,Reyes-Garcia,6211,AE,GBP,77521.44,Donation,1
T00920,2025-03-18 12:03:59,GB86GPHN34988821746183,"Nolan, Kelly and Henry",7311,US,GB83MOII57972580692046,Chandler-Sullivan,7372,BR,USD,102802.94,Insurance Premium,1
T00921,2025-03-25 14:14:36,GB06QLAF92189338354734,Terry and Sons,5411,AE,GB64HTJG16046766295616,Scott-Parker,8221,US,AED,64184.77,Insurance Premium,1
T00922,2025-04-20 20:19:12,GB88ULIO24151174406218,Benson-Flores,6211,RU,GB71BYGM29768001503820,Horton Group,4813,IN,RUB,192662.02,Utility Bill Payment,1
T00923,2025-03-13 03:30:36,GB38NEVY43115636630329,"Williamson, Hughes and Harris",6211,IN,GB32OYTC70920132918178,Vasquez and Sons,6021,SG,INR,128696.74,Subscription Service,1
T00924,2025-01-22 14:29:12,GB74KDDB01824720792641,"Turner, Hill and Parks",5411,DE,GB51NXJM59027750110142,Taylor-Smith,6211,SG,EUR,198580.45,Utility Bill Payment,1
T00925,2025-01-09 10:37:09,GB34OHFR16439933662918,Petersen-Fisher,6021,CN,GB66HOPQ61638566220236,Hudson-Rich,6021,BR,CNY,76775.0,Utility Bill Payment,1
T00926,2025-01-21 11:02:25,GB13DNLR64526575988668,Palmer and Sons,5411,DE,GB26NQNO31429866437386,Martinez and Sons,7311,UK,EUR,172124.45,Donation,1
T00927,2025-03-10 07:40:36,GB07HHVA24656810289603,Marshall-Guzman,5411,UK,GB57JEWB30268969118731,"Maxwell, Johnson and Sherman",5812,DE,GBP,166169.32,Retail Shopping,1
T00928,2025-03-27 14:46:10,GB35HJJF96363679568765,"Smith, Wilson and Becker",5411,UK,GB64TGMW88268318585065,Evans Inc,7372,US,GBP,11320.43,Insurance Premium,0
T00929,2025-07-13 02:05:44,GB73USUD88967277089418,Chang Group,7311,AE,GB75IQKU71149995906665,"Vincent, Rodriguez and Alexander",5411,AE,AED,160250.75,Salary Payment,1
T00930,2025-07-18 10:52:20,GB29TCEX75607889269201,Contreras-Steele,7372,ZA,GB38BZKM20730956874824,"Bates, Ashley and Wilson",7372,US,ZAR,44942.4,Utility Bill Payment,0
T00931,2025-03-21 03:45:59,GB72KIOM91526766074550,"Lee, Jones and Newman",7311,US,GB86JQYF23077775144989,Thomas-Hoffman,4813,IN,USD,18685.85,Donation,0
T00932,2025-07-28 18:49:16,GB40XVJF99337862430312,Crawford-Carroll,7311,RU,GB28KUAN01900942250204,Thomas-Choi,7372,SG,RUB,30876.76,Paying Rent,1
T00933,2025-02-23 21:18:07,GB41DUPJ56669565722595,Jones-Adams,5411,SG,GB06WLNR18883583925318,Martin-Lane,5812,CN,SGD,1504.67,Retail Shopping,1
T00934,2025-06-03 01:43:55,GB21IIKA31461294258770,Pollard-Savage,6021,RU,GB19BMWR19397258953547,"Quinn, Barnes and Sanchez",5411,US,RUB,37559.76,EMI Payment,1
T00935,2025-01-19 10:49:36,GB21WNXI97469065424166,"Farmer, Williamson and Carpenter",7372,BR,GB80KJHG36241223483768,"Green, Hamilton and Pruitt",7311,DE,BRL,128351.06,Insurance Premium,1
T00936,2025-04-10 15:55:12,GB57KRVI70865643758931,Holmes and Sons,6211,AE,GB07FHIA06207766196262,"Rodriguez, Anderson and Richardson",8221,ZA,AED,12654.88,Paying Rent,1
T00937,2025-02-01 21:47:01,GB73MWAR80297097795147,Black Ltd,6021,RU,GB12ABIA61119601117475,Green-Moreno,7372,DE,RUB,179828.85,Utility Bill Payment,1
T00938,2025-04-27 15:16:33,GB51TKUJ30741153783310,Johnson LLC,5411,IN,GB23ZKJT89673721090397,Waters-Miller,4813,RU,INR,168383.14,Credit Card Payment,1
T00939,2025-02-24 17:56:32,GB79RCCX30599688444136,"Cline, Torres and Morris",4813,SG,GB22HFYP84653440637741,Romero Inc,4813,UK,SGD,150436.54,Retail Shopping,1
T00940,2025-05-31 10:41:56,GB19JWPB60254965871118,Jones and Sons,7311,US,GB78UWDD22898102007277,Rowland-Perez,5411,RU,USD,61411.32,Travel Booking,1
T00941,2025-05-02 12:26:17,GB12QRSR45037201659795,Moran and Sons,5411,ZA,GB04FGDI08809012391730,Gonzalez Inc,6021,AE,ZAR,83141.19,EMI Payment,1
T00942,2025-02-06 23:31:51,GB07UXQJ78579065685687,Smith-Navarro,6021,IN,GB13MJZT93513455587366,"Anderson, James and Alvarez",8221,US,INR,180150.85,Donation,1
T00943,2025-03-27 22:52:34,GB78HBRL70105879698079,Johnson-Brown,4813,DE,GB35XAOL45449259953156,Miller-Campbell,5812,UK,EUR,159094.6,EMI Payment,1
T00944,2025-03-30 00:00:25,GB94KAVB83829334909910,Ray and Sons,7311,US,GB47FMTS13048804661151,Peterson PLC,5812,DE,USD,32170.85,Subscription Service,0
T00945,2025-02-26 21:57:53,GB72IKBW48646294558386,Wells and Sons,7372,DE,GB66UKUE29294260050146,"Chang, Wagner and Garrett",5411,AE,EUR,121528.21,Credit Card Payment,1
T00946,2025-02-16 18:16:45,GB33XEUI45551482107091,Butler-Cruz,7311,SG,GB83EOBA26864323362269,Hernandez PLC,6211,BR,SGD,120028.15,Retail Shopping,1
T00947,2025-04-25 01:58:39,GB20EKXU87389746356418,"Anderson, Peterson and Cruz",5411,AE,GB97UMYN88909832072528,Reed-Garza,7372,SG,AED,92398.77,Donation,1
T00948,2025-08-14 18:16:27,GB37ORUS77765362909042,Stone PLC,7372,ZA,GB30TEJU36507658595691,"Miller, Duncan and Baker",7372,DE,ZAR,36555.83,Donation,0
T00949,2025-02-13 09:01:33,GB48KONU38995413424565,Henry-Osborn,7372,CN,GB66LEIK03042503038386,Fuller and Sons,7372,ZA,CNY,183511.3,Salary Payment,1
T00950,2025-01-14 18:16:54,GB15XOOD24703812706786,Wilson Inc,4813,UK,GB79MHAR70374288348234,"Cox, Singleton and Sellers",6211,US,GBP,189219.19,Salary Payment,1
T00951,2025-07-18 02:55:22,GB77ICWV73637767122870,Collins-Williams,7372,DE,GB86WCJS78874589601627,"Murphy, Hill and Rodriguez",8221,CN,EUR,106290.68,Loan Repayment,1
T00952,2025-02-12 06:46:19,GB83MOMR50887457368664,Price and Sons,4813,AE,GB47AVTZ21691103782915,"Allen, Guzman and Shelton",7311,AE,AED,48850.78,Donation,1
T00953,2025-01-05 03:51:41,GB87MGDP12054821544010,Gamble and Sons,5411,RU,GB24IZXY52856479009834,"Thomas, Haley and Liu",6021,ZA,RUB,35209.69,Subscription Service,1
T00954,2025-07-26 03:55:34,GB10JTZI67195936447262,Smith-Roberts,6021,UK,GB82GYDE82005427952448,"Padilla, Nelson and Chapman",6021,BR,GBP,126886.38,Loan Repayment,1
T00955,2025-03-04 05:11:27,GB05DSSR04851313508456,"Alvarez, White and Garcia",7311,BR,GB34YVSA54882033656153,"Pittman, Pierce and Holland",6211,ZA,BRL,114036.05,Donation,1
T00956,2025-03-07 04:17:23,GB36XPIU54143115240950,Lloyd-Munoz,6021,SG,GB21IIFC76334638290748,"Stokes, Hunter and Parker",7372,US,SGD,177691.27,Paying Rent,1
T00957,2025-03-15 00:59:25,GB31FHGT55128629457969,"Brown, Donaldson and Bryant",5411,US,GB37AUAV45711102395982,Williams Inc,8221,UK,USD,61218.22,EMI Payment,0
T00958,2025-08-14 00:40:29,GB69WNXZ72744821146248,Farmer PLC,4813,DE,GB47IQTJ79404833290234,"Castro, Smith and Coleman",5411,IN,EUR,172649.34,Travel Booking,1
T00959,2025-04-07 20:44:20,GB87FNKR91533704819997,Gutierrez-Adams,7372,ZA,GB64LJAP49277233625162,Lewis PLC,4813,US,ZAR,44264.51,Credit Card Payment,0
T00960,2025-06-06 06:53:02,GB19KYKX95377215396322,Smith Group,7311,AE,GB30APDB77045645603630,Ferguson Inc,4813,ZA,AED,191820.63,Travel Booking,1
T00961,2025-04-29 14:33:33,GB02LINL44369531396696,Carter PLC,6211,US,GB71YESH14626299724171,Harris-Oneal,7372,IN,USD,43597.23,Credit Card Payment,0
T00962,2025-01-31 22:26:04,GB64OEKS88698034192059,Ortiz Ltd,5411,AE,GB12YFEE03250832774584,Allen LLC,6211,AE,AED,134348.46,Retail Shopping,1
T00963,2025-02-05 08:26:07,GB47JIEZ63403111509842,Burke Inc,4813,AE,GB94FAXO70739118544293,Perez-Drake,8221,AE,AED,31626.88,Travel Booking,1
T00964,2025-05-31 22:34:23,GB23YVCW76122261090045,"Jones, Smith and Smith",7372,SG,GB12VNUM55348244595215,"Smith, Moreno and Waters",8221,SG,SGD,130235.59,Insurance Premium,1
T00965,2025-01-10 12:10:07,GB18DCUY32734801900327,Patterson LLC,6211,DE,GB88PZNT39891736582122,Thomas Inc,6211,BR,EUR,180945.31,Credit Card Payment,1
T00966,2025-05-05 20:36:21,GB84IAKG92899168393064,"Wilson, Jackson and Barrera",6021,CN,GB94MDZR38107225336354,Bates Group,7311,UK,CNY,176492.52,Travel Booking,1
T00967,2025-02-13 04:39:57,GB41XKIJ90396780564865,Leblanc-Bailey,4813,DE,GB29JBLV62839889800804,Dickson-Bell,6211,SG,EUR,159330.64,Subscription Service,1
T00968,2025-03-08 00:14:23,GB64IPNR93419325390256,Henry PLC,7311,BR,GB37HIBY50347422679455,Mcdaniel-Hudson,5411,RU,BRL,27728.08,Insurance Premium,1
T00969,2025-01-27 17:54:36,GB27PLSM57048369267372,Carter Ltd,7372,IN,GB68FLHS57967409363539,Campbell-Mccormick,8221,CN,INR,38722.14,Utility Bill Payment,1
T00970,2025-08-04 07:52:57,GB31BTEE05628518631782,"Boyer, Gordon and Moran",7311,IN,GB26OJXG56010487640807,"Barnett, Jones and Barker",8221,BR,INR,29188.91,Subscription Service,0
T00971,2025-05-31 10:39:51,GB49ZTNC37303094986063,"Hoffman, Bray and Sanford",6021,IN,GB16LHGE82142025658639,Johnson-Arnold,7311,IN,INR,160682.2,Paying Rent,1
T00972,2025-07-19 19:35:25,GB65DWCI62787156759645,"Wright, Johnson and Hendricks",6021,IN,GB93OZSG82234367290110,"Cole, Lara and Stephens",8221,UK,INR,23463.43,Paying Rent,0
T00973,2025-04-23 00:13:30,GB74OZSN99273463479701,Kennedy Group,4813,ZA,GB56MQSP01057239386832,Collins Inc,6021,BR,ZAR,161370.53,Paying Rent,1
T00974,2025-04-19 14:51:23,GB94SBKJ57638960529556,Russell-Reyes,6021,IN,GB17FQRY91197308624148,Howard LLC,6211,SG,INR,95536.39,Credit Card Payment,0
T00975,2025-07-27 09:17:44,GB18MVVB78299048139758,"Brown, Jones and Walker",6021,DE,GB43IZDB92288711347367,Garcia-Johnson,5411,SG,EUR,104100.13,Loan Repayment,1
T00976,2025-06-19 17:29:06,GB89BCBG17900979354053,Craig-Warren,7311,US,GB06HAFY80506699848743,"Cooke, Welch and Sims",8221,SG,USD,108836.59,Credit Card Payment,1
T00977,2025-06-09 08:42:59,GB54PMZZ91754935409570,"Lopez, Anderson and Gomez",8221,BR,GB95FUSX45586281445633,"Phelps, Kirby and White",6021,ZA,BRL,194289.4,Utility Bill Payment,1
T00978,2025-07-24 03:17:46,GB18NQSY47413289911211,"Wilson, Ramos and Gould",7372,US,GB63SFOE83041866554706,"Gonzalez, Haynes and Ortiz",5812,BR,USD,192358.43,Utility Bill Payment,1
T00979,2025-04-22 20:15:20,GB02MLYA75471066056825,Clay-Davis,6211,US,GB85LNOJ30969256585450,Jones PLC,4813,UK,USD,185100.02,Salary Payment,1
T00980,2025-02-03 00:15:00,GB74NHZU52303583372349,Swanson Ltd,7372,IN,GB96HQGY86062446668899,Perry LLC,4813,CN,INR,187274.92,Subscription Service,1
T00981,2025-04-18 14:54:10,GB94VEDY58665979030297,Johnson and Sons,5812,RU,GB87BDGM22260818628034,Lopez-Gregory,5812,AE,RUB,67917.99,Insurance Premium,1
T00982,2025-06-12 05:44:49,GB74OIHK57436124188327,"Williams, Davis and Fuller",6211,DE,GB62QILS16101541776659,Taylor Ltd,8221,RU,EUR,125391.33,Insurance Premium,1
T00983,2025-07-27 11:38:32,GB27KXDX97112476539311,"Shaw, Patterson and Richards",8221,IN,GB03JXOQ25995058407290,Davis-Strickland,4813,RU,INR,73345.75,Insurance Premium,1
T00984,2025-03-26 05:35:19,GB83SEMN92631095571073,Robinson-Wolf,5411,SG,GB61KAKI38427396096679,Jacobson Group,5812,US,SGD,196413.84,Paying Rent,1
T00985,2025-05-12 11:46:54,GB74KVFP35887246421896,"Manning, Rodriguez and Phillips",6021,CN,GB04VEMJ69842762383458,Massey-Hernandez,7372,CN,CNY,160788.94,Salary Payment,1
T00986,2025-02-14 07:23:23,GB81GRAE12048548438528,Ramirez and Sons,6211,IN,GB28IEHN31579504990768,Jones-Carpenter,5812,BR,INR,47527.7,Credit Card Payment,0
T00987,2025-03-12 15:56:49,GB15MDOE17639238058791,"Gray, Petersen and Martin",7311,DE,GB54EIQY79600909075953,Marshall-Valencia,6211,IN,EUR,173201.38,Loan Repayment,1
T00988,2025-03-25 06:17:11,GB81EJZW51565855685612,Smith-Banks,5411,AE,GB44QDEC54363691952711,"Parker, Richardson and Church",6021,ZA,AED,17864.4,Donation,1
T00989,2025-01-21 12:34:28,GB79HAOV89213307082105,"Mckinney, Leon and Johnson",5812,AE,GB63FHCA46479629444933,"Clayton, Stephens and Stewart",8221,SG,AED,60290.46,Subscription Service,1
T00990,2025-04-30 06:01:35,GB42VHBO08492646913360,Smith Group,7311,UK,GB66SLJS16490498863076,Harrington Ltd,8221,AE,GBP,86326.85,Utility Bill Payment,1
T00991,2025-07-12 22:42:28,GB32ANQF84278049310553,Tanner PLC,7372,AE,GB43PINL81930067807086,Anderson Ltd,6211,BR,AED,57366.64,Travel Booking,1
T00992,2025-08-15 03:46:22,GB76RQJN72350974255056,Horn Ltd,7311,BR,GB93LLZE50883675215323,Nguyen-Patterson,8221,AE,BRL,191107.22,Salary Payment,1
T00993,2025-06-05 03:24:05,GB72VNNU42586438495038,Delgado-Bailey,8221,CN,GB50ZFQL34999949566288,"Sanford, Cruz and Garcia",8221,BR,CNY,16652.09,Retail Shopping,1
T00994,2025-06-02 14:10:08,GB64AFIV32019921391416,Perkins-Smith,6211,CN,GB85YSOO32199185506252,"Turner, Zuniga and Howard",4813,AE,CNY,60436.15,Travel Booking,1
T00995,2025-08-07 14:30:02,GB55DLKE18882153937566,Garcia LLC,7372,AE,GB33QBCH30516742544726,Palmer-Kelley,5411,SG,AED,107928.13,Insurance Premium,1
T00996,2025-02-10 11:10:05,GB26KMTS33311631492739,Robinson Group,5812,CN,GB52HOES15251436313849,Bradley PLC,7372,CN,CNY,104712.51,Salary Payment,1
T00997,2025-07-25 09:34:55,GB10EFYW17228280421111,Spencer Group,5411,CN,GB96LMHE57070477781755,Blair Ltd,6021,SG,CNY,133706.72,Utility Bill Payment,1
T00998,2025-07-22 10:54:24,GB34WOCN11598432094979,Harrison-Cordova,7311,DE,GB34UIWL59564601439179,Bishop Group,7372,SG,EUR,13364.11,EMI Payment,0
T00999,2025-07-30 01:42:28,GB33BGJU52191956613318,Smith-Galloway,5411,AE,GB05UWAD72728383312057,"Blanchard, Lopez and Robinson",6021,SG,AED,191128.24,Subscription Service,1
T01000,2025-04-12 05:59:13,GB09DVYO44314609220708,Kelley-Davis,5411,DE,GB43ADMQ59257662647463,Willis Inc,8221,SG,EUR,39872.94,Salary Payment,0
T01001,2025-04-03 17:58:15,GB02XREU93254472854441,"Lopez, Ramirez and Carter",4813,RU,GB58OAEG05235454846066,Henry LLC,6211,ZA,RUB,5065.38,Insurance Premium,1
T01002,2025-01-23 17:23:15,GB28XCEB83058544353255,"Morris, Fox and Hall",7372,UK,GB81HYMJ38423954002374,Mitchell-Williams,8221,RU,GBP,167127.32,Insurance Premium,1
T01003,2025-04-30 12:41:07,GB41EEHI37429795382366,Barton-Watson,7372,DE,GB07KOED03316286373547,Ingram-Gutierrez,5411,IN,EUR,138883.46,Salary Payment,1
T01004,2025-02-06 04:17:13,GB36DFIH45170578725914,Davis-Thompson,5812,RU,GB19CJGT36930573872151,Patton-Moore,5411,ZA,RUB,138440.35,Utility Bill Payment,1
T01005,2025-02-16 05:02:30,GB28LRGN70797082382326,Brewer PLC,6021,SG,GB16YQXZ58420283968043,"Parker, Wood and Greene",6211,CN,SGD,52253.13,Utility Bill Payment,1
T01006,2025-03-05 16:39:23,GB05ERJU52903461006880,"Williams, Smith and Clark",7311,SG,GB27OHPL13572627295413,Lee Inc,5411,SG,SGD,17850.34,Subscription Service,0
T01007,2025-07-27 20:45:18,GB03PSNH02505551030931,Rojas-Davis,7372,IN,GB66CGKW66530174030156,"Black, Powers and Bailey",8221,DE,INR,185707.25,Paying Rent,1
T01008,2025-01-25 19:34:29,GB91APSE50875527324104,"Barnes, Mckenzie and Nichols",7311,IN,GB67PAEV86137871779806,"Vasquez, Valdez and Williams",7372,ZA,INR,166010.33,Credit Card Payment,1
T01009,2025-02-21 09:58:31,GB89SOMM37904955962035,Howard and Sons,5411,AE,GB64VIOF23721754030810,Moyer-Gutierrez,7311,CN,AED,42771.04,Loan Repayment,1
T01010,2025-05-12 23:18:46,GB78TLVY46656318875446,"Keller, Robinson and Smith",6211,IN,GB10WAFT91510617135740,Vaughan Ltd,7372,SG,INR,84393.62,Retail Shopping,0
T01011,2025-03-08 16:47:33,GB79SIZS59575191684558,Johnson-Jenkins,5812,ZA,GB61JUHT05021018090844,Mcdaniel LLC,6021,IN,ZAR,78523.55,Salary Payment,0
T01012,2025-05-24 09:34:13,GB58ZSLL59527853602184,Castillo LLC,8221,IN,GB20JLKE24883940690650,Hernandez PLC,7311,BR,INR,70830.74,Loan Repayment,1
T01013,2025-08-16 12:44:51,GB55HFHH95234680383165,"Cruz, Hill and Anderson",6021,BR,GB73LKVM66708923370026,Bradshaw Group,5411,ZA,BRL,102148.64,Salary Payment,1
T01014,2025-07-15 07:53:14,GB93CDEX23154053726778,Lopez-Cohen,5812,BR,GB26DZNK65595279429348,"Harper, Morris and Wallace",7311,UK,BRL,146094.64,Retail Shopping,1
T01015,2025-01-25 09:12:33,GB07VWIQ85373073112691,Ford-Tanner,8221,CN,GB14FMVG52344343198933,"Meyers, Mcguire and Rivera",7372,ZA,CNY,37697.07,Paying Rent,1
T01016,2025-03-05 15:54:22,GB67INSC13896058648435,Jackson-Foster,5812,AE,GB83TZOV58205582207868,Andrews-Evans,8221,RU,AED,158951.44,Travel Booking,1
T01017,2025-01-03 23:59:42,GB77WWUR01557212869694,Murphy-Mason,8221,IN,GB72ZULJ28091006046978,"Martinez, Wright and Rodriguez",6211,UK,INR,116120.33,EMI Payment,1
T01018,2025-06-16 04:07:34,GB79MPRD16128930252379,"Wright, Smith and Harris",8221,UK,GB36KNNF79169397243969,Romero-Reed,5411,BR,GBP,132047.47,Credit Card Payment,1
T01019,2025-02-24 01:22:11,GB13TPMT22613188105121,Whitaker-Wilson,5812,RU,GB72TELV88129593655653,Powell Ltd,5812,RU,RUB,94510.16,Subscription Service,1
T01020,2025-03-07 02:30:41,GB84SDSX46938056795569,"Hart, Galloway and Lindsey",7372,DE,GB84KMCQ24030303466222,Nelson PLC,5411,IN,EUR,41967.31,Travel Booking,0
T01021,2025-02-14 05:29:43,GB90HSNK45524696999578,"Maddox, Nelson and Ramirez",8221,UK,GB33QEEV97694369103009,"Dickerson, Richard and Gibson",7311,RU,GBP,140894.74,Travel Booking,1
T01022,2025-07-26 04:49:32,GB66ZULZ99647368983234,"Morales, Johnson and Rodriguez",4813,UK,GB76QXTO66002076046159,Mack-Bradley,5411,UK,GBP,116094.36,Utility Bill Payment,1
T01023,2025-03-12 16:00:19,GB75VKDU80173810848042,Miranda-Wheeler,8221,AE,GB53TIRW81008464296210,Williams PLC,7311,ZA,AED,149830.34,EMI Payment,1
T01024,2025-04-20 07:53:33,GB06CDKV01394987185095,Young and Sons,7311,IN,GB74DEIX86531367107848,Davis and Sons,6211,AE,INR,135601.2,Retail Shopping,1
T01025,2025-05-22 02:32:58,GB79QRDR02110615016151,Mack Inc,4813,ZA,GB48HPOK76455472858391,"Young, Dixon and Carter",5812,AE,ZAR,92245.23,Subscription Service,1
T01026,2025-08-17 05:02:22,GB29AFFI60901830874792,"Chapman, Crane and Daniels",6211,ZA,GB72MILK00814967385970,Cunningham-Tanner,4813,CN,ZAR,22181.55,EMI Payment,1
T01027,2025-07-20 09:39:35,GB89PCVE50341839057977,Thompson-Mejia,4813,IN,GB61CNZF52393517737865,Mitchell-Evans,7311,UK,INR,74730.49,EMI Payment,0
T01028,2025-04-15 08:45:09,GB67PJHG72359011292168,"Sanders, Hughes and Moreno",4813,SG,GB12NYZS79211143901853,Ramirez-Frost,7372,CN,SGD,146258.73,Loan Repayment,1
T01029,2025-04-20 16:57:20,GB83NWGU50589718639188,Duran Group,8221,BR,GB69DJJV47901786348852,Elliott Inc,5812,CN,BRL,13099.62,Loan Repayment,1
T01030,2025-06-10 00:16:06,GB82DWOF84607003804862,"Guerrero, Campbell and Harris",5411,IN,GB82WKEP43941284137355,Casey Inc,7311,ZA,INR,56993.54,Loan Repayment,1
T01031,2025-06-15 22:36:13,GB55TDYF84402694497908,Stevenson Group,5411,RU,GB06VBGP73747709730711,Clayton-Snyder,7311,ZA,RUB,126800.51,Salary Payment,1
T01032,2025-03-15 00:14:44,GB92WWCQ62074807178230,Richards-Simpson,8221,BR,GB29OTRP71951826827363,Crawford-Moore,7372,AE,BRL,74431.05,Paying Rent,1
T01033,2025-04-03 00:01:34,GB48YUIY32758634452755,"Gonzalez, Williams and Crawford",5812,CN,GB28IMPB47065652695677,"Burgess, Lane and Sheppard",7372,DE,CNY,88149.89,Donation,1
T01034,2025-06-21 16:28:03,GB39KSLN96191241111924,Martinez LLC,5411,AE,GB28FWMX56691997169732,Barron-Murphy,6021,SG,AED,43504.68,Paying Rent,1
